# "fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality",tipo
6.700000000000000178e+00,2.600000000000000089e-01,2.600000000000000089e-01,4.099999999999999645e+00,7.299999999999999545e-02,3.600000000000000000e+01,2.020000000000000000e+02,9.956000000000000405e-01,3.299999999999999822e+00,6.700000000000000400e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
8.099999999999999645e+00,2.600000000000000089e-01,3.699999999999999956e-01,1.899999999999999911e+00,7.199999999999999456e-02,4.800000000000000000e+01,1.590000000000000000e+02,9.949000000000000066e-01,3.370000000000000107e+00,6.999999999999999556e-01,1.090000000000000036e+01,6.000000000000000000e+00,2.000000000000000000e+00
8.300000000000000711e+00,2.200000000000000011e-01,3.800000000000000044e-01,1.480000000000000071e+01,5.399999999999999939e-02,3.200000000000000000e+01,1.260000000000000000e+02,1.000199999999999978e+00,3.220000000000000195e+00,5.000000000000000000e-01,9.699999999999999289e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000355e+00,2.999999999999999889e-01,5.100000000000000089e-01,5.500000000000000000e+00,4.800000000000000100e-02,6.200000000000000000e+01,1.720000000000000000e+02,9.941999999999999726e-01,3.080000000000000071e+00,4.500000000000000111e-01,9.099999999999999645e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e+00,1.900000000000000022e-01,3.400000000000000244e-01,2.600000000000000089e+00,3.699999999999999817e-02,3.300000000000000000e+01,1.250000000000000000e+02,9.922999999999999599e-01,3.100000000000000089e+00,4.899999999999999911e-01,1.109999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
8.800000000000000711e+00,3.300000000000000155e-01,4.400000000000000022e-01,6.349999999999999645e+00,2.400000000000000050e-02,9.000000000000000000e+00,8.700000000000000000e+01,9.917000000000000259e-01,2.959999999999999964e+00,4.000000000000000222e-01,1.259999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.900000000000000355e+00,2.000000000000000111e-01,3.599999999999999867e-01,1.500000000000000000e+00,3.099999999999999978e-02,3.800000000000000000e+01,1.470000000000000000e+02,9.930999999999999828e-01,3.350000000000000089e+00,5.600000000000000533e-01,1.100000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00
8.000000000000000000e+00,3.699999999999999956e-01,3.200000000000000067e-01,1.600000000000000089e+00,4.000000000000000083e-02,3.200000000000000000e+01,1.660000000000000000e+02,9.919999999999999929e-01,3.000000000000000000e+00,5.500000000000000444e-01,1.130000000000000071e+01,7.000000000000000000e+00,2.000000000000000000e+00
8.300000000000000711e+00,2.200000000000000011e-01,3.800000000000000044e-01,1.480000000000000071e+01,5.399999999999999939e-02,3.200000000000000000e+01,1.260000000000000000e+02,1.000199999999999978e+00,3.220000000000000195e+00,5.000000000000000000e-01,9.699999999999999289e+00,5.000000000000000000e+00,2.000000000000000000e+00
8.199999999999999289e+00,2.899999999999999800e-01,3.300000000000000155e-01,9.099999999999999645e+00,3.599999999999999728e-02,2.800000000000000000e+01,1.180000000000000000e+02,9.952999999999999625e-01,2.959999999999999964e+00,4.000000000000000222e-01,1.090000000000000036e+01,7.000000000000000000e+00,2.000000000000000000e+00
7.700000000000000178e+00,3.400000000000000244e-01,2.999999999999999889e-01,8.000000000000000000e+00,4.800000000000000100e-02,2.500000000000000000e+01,1.920000000000000000e+02,9.950999999999999845e-01,2.970000000000000195e+00,4.699999999999999734e-01,1.090000000000000036e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.200000000000000178e+00,5.500000000000000444e-01,4.500000000000000111e-01,1.200000000000000000e+01,4.900000000000000189e-02,2.700000000000000000e+01,1.860000000000000000e+02,9.973999999999999533e-01,3.169999999999999929e+00,5.000000000000000000e-01,9.300000000000000711e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000355e+00,4.000000000000000222e-01,1.900000000000000022e-01,3.200000000000000178e+00,3.300000000000000155e-02,2.800000000000000000e+01,1.240000000000000000e+02,9.903999999999999471e-01,3.220000000000000195e+00,5.400000000000000355e-01,1.269999999999999929e+01,7.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e+00,2.800000000000000266e-01,3.300000000000000155e-01,7.700000000000000178e+00,4.800000000000000100e-02,4.200000000000000000e+01,1.800000000000000000e+02,9.973999999999999533e-01,3.370000000000000107e+00,5.899999999999999689e-01,1.009999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
7.799999999999999822e+00,2.600000000000000089e-01,4.400000000000000022e-01,1.300000000000000044e+00,3.699999999999999817e-02,4.300000000000000000e+01,1.320000000000000000e+02,9.943999999999999506e-01,3.180000000000000160e+00,6.500000000000000222e-01,1.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,2.600000000000000089e-01,3.400000000000000244e-01,1.630000000000000071e+01,5.099999999999999672e-02,5.600000000000000000e+01,1.970000000000000000e+02,1.000399999999999956e+00,3.490000000000000213e+00,4.199999999999999845e-01,9.800000000000000711e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,3.400000000000000244e-01,2.899999999999999800e-01,6.200000000000000178e+00,4.599999999999999922e-02,2.900000000000000000e+01,2.270000000000000000e+02,9.951999999999999735e-01,3.290000000000000036e+00,5.300000000000000266e-01,1.009999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.799999999999999822e+00,1.499999999999999944e-01,3.300000000000000155e-01,4.700000000000000178e+00,5.899999999999999689e-02,3.100000000000000000e+01,1.180000000000000000e+02,9.956000000000000405e-01,3.430000000000000160e+00,3.900000000000000133e-01,9.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,2.700000000000000178e-01,2.500000000000000000e-01,5.799999999999999822e+00,3.799999999999999906e-02,5.200000000000000000e+01,1.550000000000000000e+02,9.949999999999999956e-01,3.279999999999999805e+00,3.800000000000000044e-01,9.400000000000000355e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,2.700000000000000178e-01,2.500000000000000000e-01,5.799999999999999822e+00,3.799999999999999906e-02,5.200000000000000000e+01,1.550000000000000000e+02,9.949999999999999956e-01,3.279999999999999805e+00,3.800000000000000044e-01,9.400000000000000355e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,2.000000000000000111e-01,3.699999999999999956e-01,1.694999999999999929e+01,4.800000000000000100e-02,4.300000000000000000e+01,1.900000000000000000e+02,9.995000000000000551e-01,3.029999999999999805e+00,4.199999999999999845e-01,9.199999999999999289e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,2.300000000000000100e-01,2.099999999999999922e-01,5.099999999999999645e+00,3.500000000000000333e-02,2.900000000000000000e+01,1.420000000000000000e+02,9.941999999999999726e-01,3.359999999999999876e+00,3.300000000000000155e-01,1.009999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
7.299999999999999822e+00,3.099999999999999978e-01,6.899999999999999467e-01,1.019999999999999929e+01,4.100000000000000172e-02,5.800000000000000000e+01,1.600000000000000000e+02,9.977000000000000313e-01,3.060000000000000053e+00,4.500000000000000111e-01,8.599999999999999645e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.200000000000000178e+00,2.399999999999999911e-01,4.500000000000000111e-01,3.799999999999999822e+00,2.699999999999999969e-02,2.100000000000000000e+01,1.280000000000000000e+02,9.919999999999999929e-01,3.549999999999999822e+00,4.899999999999999911e-01,1.119999999999999929e+01,8.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+00,2.399999999999999911e-01,3.200000000000000067e-01,1.300000000000000044e+00,3.699999999999999817e-02,3.900000000000000000e+01,1.230000000000000000e+02,9.919999999999999929e-01,3.169999999999999929e+00,4.199999999999999845e-01,1.119999999999999929e+01,8.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,2.000000000000000111e-01,3.699999999999999956e-01,1.694999999999999929e+01,4.800000000000000100e-02,4.300000000000000000e+01,1.900000000000000000e+02,9.995000000000000551e-01,3.029999999999999805e+00,4.199999999999999845e-01,9.199999999999999289e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+00,1.700000000000000122e-01,3.300000000000000155e-01,4.000000000000000000e+00,3.400000000000000244e-02,1.700000000000000000e+01,1.270000000000000000e+02,9.933999999999999497e-01,3.189999999999999947e+00,3.900000000000000133e-01,1.059999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
8.300000000000000711e+00,2.099999999999999922e-01,5.799999999999999600e-01,1.710000000000000142e+01,4.900000000000000189e-02,6.200000000000000000e+01,2.130000000000000000e+02,1.000599999999999934e+00,3.009999999999999787e+00,5.100000000000000089e-01,9.300000000000000711e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000178e+00,2.099999999999999922e-01,3.499999999999999778e-01,1.450000000000000000e+01,4.800000000000000100e-02,3.500000000000000000e+01,1.780000000000000000e+02,9.981999999999999762e-01,3.049999999999999822e+00,4.699999999999999734e-01,8.900000000000000355e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.099999999999999645e+00,2.099999999999999922e-01,4.000000000000000222e-01,1.199999999999999956e+00,6.900000000000000577e-02,2.400000000000000000e+01,1.560000000000000000e+02,9.928000000000000158e-01,3.419999999999999929e+00,4.299999999999999933e-01,1.059999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
8.400000000000000355e+00,1.700000000000000122e-01,3.099999999999999978e-01,6.700000000000000178e+00,3.799999999999999906e-02,2.900000000000000000e+01,1.320000000000000000e+02,9.945000000000000506e-01,3.100000000000000089e+00,3.200000000000000067e-01,1.059999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,2.399999999999999911e-01,3.099999999999999978e-01,8.400000000000000355e+00,4.499999999999999833e-02,5.200000000000000000e+01,1.830000000000000000e+02,9.962999999999999634e-01,3.089999999999999858e+00,3.200000000000000067e-01,8.800000000000000711e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.299999999999999822e+00,2.399999999999999911e-01,3.300000000000000155e-01,1.300000000000000044e+00,3.300000000000000155e-02,2.500000000000000000e+01,9.700000000000000000e+01,9.906000000000000361e-01,3.589999999999999858e+00,3.800000000000000044e-01,1.100000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,2.800000000000000266e-01,2.600000000000000089e-01,8.800000000000000711e+00,4.000000000000000083e-02,4.400000000000000000e+01,1.390000000000000000e+02,9.956000000000000405e-01,3.319999999999999840e+00,3.699999999999999956e-01,1.019999999999999929e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,2.300000000000000100e-01,2.099999999999999922e-01,5.099999999999999645e+00,3.500000000000000333e-02,2.900000000000000000e+01,1.420000000000000000e+02,9.941999999999999726e-01,3.359999999999999876e+00,3.300000000000000155e-01,1.009999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,2.899999999999999800e-01,2.500000000000000000e-01,1.059999999999999964e+01,3.899999999999999994e-02,3.200000000000000000e+01,1.200000000000000000e+02,9.961999999999999744e-01,3.310000000000000053e+00,3.400000000000000244e-01,1.009999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
5.799999999999999822e+00,2.899999999999999800e-01,2.099999999999999922e-01,2.600000000000000089e+00,2.500000000000000139e-02,1.200000000000000000e+01,1.200000000000000000e+02,9.893999999999999462e-01,3.390000000000000124e+00,7.900000000000000355e-01,1.400000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,2.700000000000000178e-01,2.500000000000000000e-01,5.799999999999999822e+00,3.799999999999999906e-02,5.200000000000000000e+01,1.550000000000000000e+02,9.949999999999999956e-01,3.279999999999999805e+00,3.800000000000000044e-01,9.400000000000000355e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,1.700000000000000122e-01,4.199999999999999845e-01,2.799999999999999822e+00,2.800000000000000058e-02,4.500000000000000000e+01,1.070000000000000000e+02,9.908000000000000140e-01,3.270000000000000018e+00,4.299999999999999933e-01,1.180000000000000071e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,1.600000000000000033e-01,4.000000000000000222e-01,1.600000000000000089e+00,3.300000000000000155e-02,5.900000000000000000e+01,1.480000000000000000e+02,9.913999999999999480e-01,3.439999999999999947e+00,5.300000000000000266e-01,1.140000000000000036e+01,5.000000000000000000e+00,2.000000000000000000e+00
7.900000000000000355e+00,2.899999999999999800e-01,3.900000000000000133e-01,6.700000000000000178e+00,3.599999999999999728e-02,6.000000000000000000e+00,1.170000000000000000e+02,9.938000000000000167e-01,3.120000000000000107e+00,4.199999999999999845e-01,1.069999999999999929e+01,5.000000000000000000e+00,2.000000000000000000e+00
7.299999999999999822e+00,3.099999999999999978e-01,6.899999999999999467e-01,1.019999999999999929e+01,4.100000000000000172e-02,5.800000000000000000e+01,1.600000000000000000e+02,9.977000000000000313e-01,3.060000000000000053e+00,4.500000000000000111e-01,8.599999999999999645e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.500000000000000000e+00,3.200000000000000067e-01,4.500000000000000111e-01,4.900000000000000355e+00,2.800000000000000058e-02,2.500000000000000000e+01,1.910000000000000000e+02,9.921999999999999709e-01,3.509999999999999787e+00,4.899999999999999911e-01,1.150000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00
5.200000000000000178e+00,2.399999999999999911e-01,4.500000000000000111e-01,3.799999999999999822e+00,2.699999999999999969e-02,2.100000000000000000e+01,1.280000000000000000e+02,9.919999999999999929e-01,3.549999999999999822e+00,4.899999999999999911e-01,1.119999999999999929e+01,8.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000178e+00,3.699999999999999956e-01,1.499999999999999944e-01,2.000000000000000000e+00,2.900000000000000147e-02,2.700000000000000000e+01,8.700000000000000000e+01,9.902999999999999581e-01,3.299999999999999822e+00,5.899999999999999689e-01,1.259999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.099999999999999645e+00,2.899999999999999800e-01,2.700000000000000178e-01,1.699999999999999956e+00,2.400000000000000050e-02,1.300000000000000000e+01,7.600000000000000000e+01,9.892999999999999572e-01,3.209999999999999964e+00,5.100000000000000089e-01,1.259999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
9.199999999999999289e+00,2.200000000000000011e-01,4.000000000000000222e-01,2.399999999999999911e+00,5.399999999999999939e-02,1.800000000000000000e+01,1.510000000000000000e+02,9.951999999999999735e-01,3.040000000000000036e+00,4.600000000000000200e-01,9.300000000000000711e+00,4.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000178e+00,3.699999999999999956e-01,1.499999999999999944e-01,2.000000000000000000e+00,2.900000000000000147e-02,2.700000000000000000e+01,8.700000000000000000e+01,9.902999999999999581e-01,3.299999999999999822e+00,5.899999999999999689e-01,1.259999999999999964e+01,7.000000000000000000e+00,2.000000000000000000e+00
8.000000000000000000e+00,1.799999999999999933e-01,3.699999999999999956e-01,1.300000000000000044e+00,4.000000000000000083e-02,1.500000000000000000e+01,9.600000000000000000e+01,9.911999999999999700e-01,3.060000000000000053e+00,6.099999999999999867e-01,1.209999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,2.200000000000000011e-01,3.400000000000000244e-01,1.200000000000000000e+01,5.299999999999999850e-02,5.500000000000000000e+01,1.770000000000000000e+02,9.982999999999999652e-01,3.520000000000000018e+00,4.400000000000000022e-01,9.900000000000000355e+00,6.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,1.799999999999999933e-01,4.000000000000000222e-01,1.600000000000000089e+00,4.700000000000000011e-02,2.200000000000000000e+01,1.020000000000000000e+02,9.937000000000000277e-01,3.279999999999999805e+00,4.400000000000000022e-01,1.069999999999999929e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,5.200000000000000178e-01,1.700000000000000122e-01,1.399999999999999911e+00,4.700000000000000011e-02,5.000000000000000000e+00,2.600000000000000000e+01,9.931999999999999718e-01,3.259999999999999787e+00,3.200000000000000067e-01,1.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+00,1.499999999999999944e-01,3.800000000000000044e-01,2.200000000000000178e+00,4.700000000000000011e-02,3.300000000000000000e+01,9.600000000000000000e+01,9.928000000000000158e-01,3.129999999999999893e+00,3.900000000000000133e-01,1.040000000000000036e+01,8.000000000000000000e+00,2.000000000000000000e+00
5.900000000000000355e+00,4.149999999999999800e-01,1.300000000000000044e-01,1.399999999999999911e+00,4.000000000000000083e-02,1.100000000000000000e+01,6.400000000000000000e+01,9.921999999999999709e-01,3.290000000000000036e+00,5.200000000000000178e-01,1.050000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
8.099999999999999645e+00,4.500000000000000111e-01,3.400000000000000244e-01,8.300000000000000711e+00,3.699999999999999817e-02,3.300000000000000000e+01,2.160000000000000000e+02,9.976000000000000423e-01,3.310000000000000053e+00,6.400000000000000133e-01,9.699999999999999289e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.799999999999999822e+00,4.149999999999999800e-01,1.300000000000000044e-01,1.399999999999999911e+00,4.000000000000000083e-02,1.100000000000000000e+01,6.400000000000000000e+01,9.921999999999999709e-01,3.290000000000000036e+00,5.200000000000000178e-01,1.050000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000355e+00,5.000000000000000000e-01,1.600000000000000033e-01,1.290000000000000036e+01,4.200000000000000261e-02,2.600000000000000000e+01,1.380000000000000000e+02,9.973999999999999533e-01,3.279999999999999805e+00,3.300000000000000155e-01,9.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.700000000000000178e+00,1.049999999999999961e-01,3.200000000000000067e-01,1.240000000000000036e+01,5.099999999999999672e-02,3.400000000000000000e+01,1.060000000000000000e+02,9.979999999999999982e-01,3.540000000000000036e+00,4.500000000000000111e-01,9.199999999999999289e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000222e-01,2.999999999999999889e-01,1.600000000000000089e+00,4.700000000000000011e-02,3.000000000000000000e+01,1.170000000000000000e+02,9.930999999999999828e-01,3.169999999999999929e+00,4.799999999999999822e-01,1.009999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.599999999999999645e+00,2.500000000000000000e-01,3.900000000000000133e-01,1.449999999999999956e+00,4.000000000000000083e-02,4.000000000000000000e+01,8.900000000000000000e+01,9.910999999999999810e-01,3.350000000000000089e+00,4.000000000000000222e-01,1.140000000000000036e+01,7.000000000000000000e+00,2.000000000000000000e+00
9.800000000000000711e+00,3.599999999999999867e-01,4.500000000000000111e-01,1.600000000000000089e+00,4.200000000000000261e-02,1.100000000000000000e+01,1.240000000000000000e+02,9.943999999999999506e-01,2.930000000000000160e+00,4.600000000000000200e-01,1.080000000000000071e+01,5.000000000000000000e+00,2.000000000000000000e+00
9.599999999999999645e+00,2.300000000000000100e-01,4.000000000000000222e-01,1.500000000000000000e+00,4.399999999999999745e-02,1.900000000000000000e+01,1.350000000000000000e+02,9.937000000000000277e-01,2.959999999999999964e+00,4.899999999999999911e-01,1.090000000000000036e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.299999999999999822e+00,5.500000000000000444e-01,4.500000000000000111e-01,1.300000000000000000e+01,4.700000000000000011e-02,3.300000000000000000e+01,1.820000000000000000e+02,9.973999999999999533e-01,3.200000000000000178e+00,4.600000000000000200e-01,9.199999999999999289e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+00,1.150000000000000050e-01,2.899999999999999800e-01,1.949999999999999956e+00,3.799999999999999906e-02,7.300000000000000000e+01,1.660000000000000000e+02,9.889999999999999902e-01,3.120000000000000107e+00,2.500000000000000000e-01,1.290000000000000036e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000355e+00,1.250000000000000000e-01,2.899999999999999800e-01,5.849999999999999645e+00,4.200000000000000261e-02,2.400000000000000000e+01,9.900000000000000000e+01,9.919999999999999929e-01,3.229999999999999982e+00,3.200000000000000067e-01,1.200000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00
5.700000000000000178e+00,1.000000000000000056e-01,2.700000000000000178e-01,1.300000000000000044e+00,4.700000000000000011e-02,2.100000000000000000e+01,1.000000000000000000e+02,9.928000000000000158e-01,3.270000000000000018e+00,4.600000000000000200e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.900000000000000355e+00,2.500000000000000000e-01,2.899999999999999800e-01,5.299999999999999822e+00,3.099999999999999978e-02,3.300000000000000000e+01,1.170000000000000000e+02,9.918000000000000149e-01,3.060000000000000053e+00,3.200000000000000067e-01,1.180000000000000071e+01,7.000000000000000000e+00,2.000000000000000000e+00
6.900000000000000355e+00,2.000000000000000111e-01,2.800000000000000266e-01,1.199999999999999956e+00,4.800000000000000100e-02,3.600000000000000000e+01,1.590000000000000000e+02,9.936000000000000387e-01,3.189999999999999947e+00,4.299999999999999933e-01,9.099999999999999645e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.900000000000000355e+00,2.300000000000000100e-01,3.400000000000000244e-01,4.000000000000000000e+00,4.700000000000000011e-02,2.400000000000000000e+01,1.280000000000000000e+02,9.943999999999999506e-01,3.200000000000000178e+00,5.200000000000000178e-01,9.699999999999999289e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.799999999999999822e+00,3.900000000000000133e-01,3.099999999999999978e-01,1.434999999999999964e+01,4.299999999999999656e-02,2.800000000000000000e+01,1.620000000000000000e+02,9.988000000000000211e-01,3.169999999999999929e+00,5.400000000000000355e-01,9.099999999999999645e+00,5.000000000000000000e+00,2.000000000000000000e+00
8.699999999999999289e+00,2.200000000000000011e-01,4.199999999999999845e-01,2.299999999999999822e+00,5.299999999999999850e-02,2.700000000000000000e+01,1.140000000000000000e+02,9.939999999999999947e-01,2.990000000000000213e+00,4.299999999999999933e-01,1.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000355e+00,4.099999999999999756e-01,3.400000000000000244e-01,4.700000000000000178e+00,4.200000000000000261e-02,1.900000000000000000e+01,1.270000000000000000e+02,9.952999999999999625e-01,3.250000000000000000e+00,4.199999999999999845e-01,1.040000000000000036e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.700000000000000178e+00,2.500000000000000000e-01,3.400000000000000244e-01,1.284999999999999964e+01,4.800000000000000100e-02,3.000000000000000000e+01,1.610000000000000000e+02,9.986000000000000432e-01,3.439999999999999947e+00,4.699999999999999734e-01,9.500000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+00,2.600000000000000089e-01,4.199999999999999845e-01,5.200000000000000178e+00,2.699999999999999969e-02,7.000000000000000000e+01,1.780000000000000000e+02,9.913999999999999480e-01,3.399999999999999911e+00,4.000000000000000222e-01,1.230000000000000071e+01,8.000000000000000000e+00,2.000000000000000000e+00
6.099999999999999645e+00,3.099999999999999978e-01,3.699999999999999956e-01,8.400000000000000355e+00,3.099999999999999978e-02,7.000000000000000000e+01,1.700000000000000000e+02,9.933999999999999497e-01,3.419999999999999929e+00,4.000000000000000222e-01,1.169999999999999929e+01,8.000000000000000000e+00,2.000000000000000000e+00
9.199999999999999289e+00,2.800000000000000266e-01,4.600000000000000200e-01,3.200000000000000178e+00,5.800000000000000294e-02,3.900000000000000000e+01,1.330000000000000000e+02,9.959999999999999964e-01,3.140000000000000124e+00,5.799999999999999600e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
9.000000000000000000e+00,3.099999999999999978e-01,4.899999999999999911e-01,6.900000000000000355e+00,3.400000000000000244e-02,2.600000000000000000e+01,9.100000000000000000e+01,9.937000000000000277e-01,2.990000000000000213e+00,3.400000000000000244e-01,1.150000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
8.500000000000000000e+00,1.600000000000000033e-01,3.300000000000000155e-01,1.000000000000000000e+00,7.599999999999999811e-02,1.700000000000000000e+01,5.700000000000000000e+01,9.920999999999999819e-01,3.140000000000000124e+00,4.600000000000000200e-01,1.059999999999999964e+01,6.000000000000000000e+00,2.000000000000000000e+00
9.300000000000000711e+00,3.400000000000000244e-01,4.899999999999999911e-01,7.299999999999999822e+00,5.199999999999999761e-02,3.000000000000000000e+01,1.460000000000000000e+02,9.979999999999999982e-01,3.169999999999999929e+00,6.099999999999999867e-01,1.019999999999999929e+01,5.000000000000000000e+00,2.000000000000000000e+00
9.199999999999999289e+00,2.800000000000000266e-01,4.600000000000000200e-01,3.200000000000000178e+00,5.800000000000000294e-02,3.900000000000000000e+01,1.330000000000000000e+02,9.959999999999999964e-01,3.140000000000000124e+00,5.799999999999999600e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000178e+00,2.399999999999999911e-01,2.999999999999999889e-01,1.600000000000000089e+00,4.800000000000000100e-02,2.700000000000000000e+01,1.310000000000000000e+02,9.932999999999999607e-01,3.250000000000000000e+00,4.500000000000000111e-01,1.050000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000178e+00,2.500000000000000000e-01,3.200000000000000067e-01,1.500000000000000000e+00,4.700000000000000011e-02,2.700000000000000000e+01,1.320000000000000000e+02,9.932999999999999607e-01,3.259999999999999787e+00,4.400000000000000022e-01,1.050000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00
6.799999999999999822e+00,3.200000000000000067e-01,1.799999999999999933e-01,7.500000000000000000e+00,4.100000000000000172e-02,7.100000000000000000e+01,2.230000000000000000e+02,9.959000000000000075e-01,3.140000000000000124e+00,4.099999999999999756e-01,8.900000000000000355e+00,5.000000000000000000e+00,2.000000000000000000e+00
9.099999999999999645e+00,2.700000000000000178e-01,3.200000000000000067e-01,1.100000000000000089e+00,3.099999999999999978e-02,1.500000000000000000e+01,1.510000000000000000e+02,9.936000000000000387e-01,3.029999999999999805e+00,4.099999999999999756e-01,1.059999999999999964e+01,5.000000000000000000e+00,2.000000000000000000e+00
8.900000000000000355e+00,3.400000000000000244e-01,3.200000000000000067e-01,1.300000000000000044e+00,4.100000000000000172e-02,1.200000000000000000e+01,1.880000000000000000e+02,9.952999999999999625e-01,3.169999999999999929e+00,4.899999999999999911e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+00,1.700000000000000122e-01,3.699999999999999956e-01,5.700000000000000178e+00,2.500000000000000139e-02,2.900000000000000000e+01,1.110000000000000000e+02,9.938000000000000167e-01,3.200000000000000178e+00,4.899999999999999911e-01,1.080000000000000071e+01,6.000000000000000000e+00,2.000000000000000000e+00
6.700000000000000178e+00,2.500000000000000000e-01,2.300000000000000100e-01,7.200000000000000178e+00,3.799999999999999906e-02,6.100000000000000000e+01,2.200000000000000000e+02,9.951999999999999735e-01,3.140000000000000124e+00,3.499999999999999778e-01,9.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.900000000000000355e+00,3.200000000000000067e-01,1.700000000000000122e-01,7.599999999999999645e+00,4.200000000000000261e-02,6.900000000000000000e+01,2.190000000000000000e+02,9.959000000000000075e-01,3.129999999999999893e+00,4.000000000000000222e-01,8.900000000000000355e+00,5.000000000000000000e+00,2.000000000000000000e+00
6.799999999999999822e+00,3.200000000000000067e-01,1.799999999999999933e-01,7.500000000000000000e+00,4.100000000000000172e-02,7.100000000000000000e+01,2.230000000000000000e+02,9.959000000000000075e-01,3.140000000000000124e+00,4.099999999999999756e-01,8.900000000000000355e+00,5.000000000000000000e+00,2.000000000000000000e+00
